source_set,split,scenario,image_path,filename,expected_category,note,actual_action_type,actual_category,actual,passed,elapsed_ms
samples_v2,tune,phone_right,assets/test_images/samples_v2/phone_call/phone_right_06_174556.jpg,phone_right_06_174556.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,175.16
samples_v2,tune,phone_right,assets/test_images/samples_v2/phone_call/phone_right_07_174556.jpg,phone_right_07_174556.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,189.46
samples_v2,eval,phone_right,assets/test_images/samples_v2/phone_call/phone_right_08_174556.jpg,phone_right_08_174556.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,179.71
samples_v2,eval,phone_right,assets/test_images/samples_v2/phone_call/phone_right_09_174557.jpg,phone_right_09_174557.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,176.35
samples_v2,eval,phone_right,assets/test_images/samples_v2/phone_call/phone_right_10_174557.jpg,phone_right_10_174557.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,193.48
samples_v2,tune,stretch_both,assets/test_images/samples_v2/stretch_arm/stretch_both_01_174702.jpg,stretch_both_01_174702.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,173.57
samples_v2,tune,stretch_both,assets/test_images/samples_v2/stretch_arm/stretch_both_02_174702.jpg,stretch_both_02_174702.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,170.0
samples_v2,tune,stretch_both,assets/test_images/samples_v2/stretch_arm/stretch_both_03_174703.jpg,stretch_both_03_174703.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,191.04
samples_v2,tune,stretch_both,assets/test_images/samples_v2/stretch_arm/stretch_both_04_174703.jpg,stretch_both_04_174703.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,173.97
samples_v2,tune,stretch_both,assets/test_images/samples_v2/stretch_arm/stretch_both_05_174703.jpg,stretch_both_05_174703.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,204.7
samples_v2,tune,stretch_both,assets/test_images/samples_v2/stretch_arm/stretch_both_06_174704.jpg,stretch_both_06_174704.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,209.59
samples_v2,tune,stretch_both,assets/test_images/samples_v2/stretch_arm/stretch_both_07_174704.jpg,stretch_both_07_174704.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,186.1
samples_v2,eval,stretch_both,assets/test_images/samples_v2/stretch_arm/stretch_both_08_174704.jpg,stretch_both_08_174704.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,204.06
samples_v2,eval,stretch_both,assets/test_images/samples_v2/stretch_arm/stretch_both_09_174705.jpg,stretch_both_09_174705.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,183.99
samples_v2,eval,stretch_both,assets/test_images/samples_v2/stretch_arm/stretch_both_10_174705.jpg,stretch_both_10_174705.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,178.94
samples_v2,tune,stretch_left,assets/test_images/samples_v2/stretch_arm/stretch_left_01_174626.jpg,stretch_left_01_174626.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,167.14
samples_v2,tune,stretch_left,assets/test_images/samples_v2/stretch_arm/stretch_left_02_174626.jpg,stretch_left_02_174626.jpg,伸胳膊,,normal,正常考试,正常考试中,False,168.64
samples_v2,tune,stretch_left,assets/test_images/samples_v2/stretch_arm/stretch_left_03_174626.jpg,stretch_left_03_174626.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,150.14
samples_v2,tune,stretch_left,assets/test_images/samples_v2/stretch_arm/stretch_left_04_174627.jpg,stretch_left_04_174627.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,176.43
samples_v2,tune,stretch_left,assets/test_images/samples_v2/stretch_arm/stretch_left_05_174627.jpg,stretch_left_05_174627.jpg,伸胳膊,,normal,正常考试,正常考试中,False,151.0
samples_v2,tune,stretch_left,assets/test_images/samples_v2/stretch_arm/stretch_left_06_174627.jpg,stretch_left_06_174627.jpg,伸胳膊,,normal,正常考试,正常考试中,False,170.0
samples_v2,tune,stretch_left,assets/test_images/samples_v2/stretch_arm/stretch_left_07_174627.jpg,stretch_left_07_174627.jpg,伸胳膊,,normal,正常考试,正常考试中,False,172.29
samples_v2,eval,stretch_left,assets/test_images/samples_v2/stretch_arm/stretch_left_08_174628.jpg,stretch_left_08_174628.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,187.06
samples_v2,eval,stretch_left,assets/test_images/samples_v2/stretch_arm/stretch_left_09_174628.jpg,stretch_left_09_174628.jpg,伸胳膊,,normal,正常考试,正常考试中,False,181.03
samples_v2,eval,stretch_left,assets/test_images/samples_v2/stretch_arm/stretch_left_10_174629.jpg,stretch_left_10_174629.jpg,伸胳膊,,normal,正常考试,正常考试中,False,195.97
samples_v2,tune,stretch_right,assets/test_images/samples_v2/stretch_arm/stretch_right_01_174631.jpg,stretch_right_01_174631.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,188.7
samples_v2,tune,stretch_right,assets/test_images/samples_v2/stretch_arm/stretch_right_02_174631.jpg,stretch_right_02_174631.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,179.03
samples_v2,tune,stretch_right,assets/test_images/samples_v2/stretch_arm/stretch_right_03_174631.jpg,stretch_right_03_174631.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,181.36
samples_v2,tune,stretch_right,assets/test_images/samples_v2/stretch_arm/stretch_right_04_174632.jpg,stretch_right_04_174632.jpg,伸胳膊,,normal,正常考试,正常考试中,False,180.02
samples_v2,tune,stretch_right,assets/test_images/samples_v2/stretch_arm/stretch_right_05_174632.jpg,stretch_right_05_174632.jpg,伸胳膊,,normal,正常考试,正常考试中,False,201.07
samples_v2,tune,stretch_right,assets/test_images/samples_v2/stretch_arm/stretch_right_06_174632.jpg,stretch_right_06_174632.jpg,伸胳膊,,normal,正常考试,正常考试中,False,180.94
samples_v2,tune,stretch_right,assets/test_images/samples_v2/stretch_arm/stretch_right_07_174633.jpg,stretch_right_07_174633.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,167.0
samples_v2,eval,stretch_right,assets/test_images/samples_v2/stretch_arm/stretch_right_08_174634.jpg,stretch_right_08_174634.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,180.7
samples_v2,eval,stretch_right,assets/test_images/samples_v2/stretch_arm/stretch_right_09_174634.jpg,stretch_right_09_174634.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,154.0
samples_v2,eval,stretch_right,assets/test_images/samples_v2/stretch_arm/stretch_right_10_174635.jpg,stretch_right_10_174635.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,154.96
targeted_samples,tune,person_enter_left_edge,assets/test_images/targeted_samples/multi_person/person_enter_left_edge_001_20260717_151122.jpg,person_enter_left_edge_001_20260717_151122.jpg,多人,,multi_person,多人,多人出现在考场,True,33.0
targeted_samples,tune,person_enter_left_edge,assets/test_images/targeted_samples/multi_person/person_enter_left_edge_002_20260717_151130.jpg,person_enter_left_edge_002_20260717_151130.jpg,多人,,multi_person,多人,多人出现在考场,True,33.0
targeted_samples,tune,person_enter_left_edge,assets/test_images/targeted_samples/multi_person/person_enter_left_edge_003_20260717_151136.jpg,person_enter_left_edge_003_20260717_151136.jpg,多人,,multi_person,多人,多人出现在考场,True,122.15
targeted_samples,tune,person_enter_left_edge,assets/test_images/targeted_samples/multi_person/person_enter_left_edge_004_20260717_151139.jpg,person_enter_left_edge_004_20260717_151139.jpg,多人,,multi_person,多人,多人出现在考场,True,118.06
targeted_samples,tune,person_enter_left_edge,assets/test_images/targeted_samples/multi_person/person_enter_left_edge_005_20260717_151142.jpg,person_enter_left_edge_005_20260717_151142.jpg,多人,,multi_person,多人,多人出现在考场,True,142.87
targeted_samples,tune,person_enter_left_edge,assets/test_images/targeted_samples/multi_person/person_enter_left_edge_006_20260717_151149.jpg,person_enter_left_edge_006_20260717_151149.jpg,多人,,multi_person,多人,多人出现在考场,True,43.32
targeted_samples,tune,person_enter_left_edge,assets/test_images/targeted_samples/multi_person/person_enter_left_edge_007_20260717_151152.jpg,person_enter_left_edge_007_20260717_151152.jpg,多人,,multi_person,多人,多人出现在考场,True,36.5
targeted_samples,eval,person_enter_left_edge,assets/test_images/targeted_samples/multi_person/person_enter_left_edge_008_20260717_151154.jpg,person_enter_left_edge_008_20260717_151154.jpg,多人,,multi_person,多人,多人出现在考场,True,40.74
targeted_samples,eval,person_enter_left_edge,assets/test_images/targeted_samples/multi_person/person_enter_left_edge_009_20260717_151157.jpg,person_enter_left_edge_009_20260717_151157.jpg,多人,,multi_person,多人,多人出现在考场,True,50.99
targeted_samples,eval,person_enter_left_edge,assets/test_images/targeted_samples/multi_person/person_enter_left_edge_010_20260717_151200.jpg,person_enter_left_edge_010_20260717_151200.jpg,多人,,multi_person,多人,多人出现在考场,True,43.32
targeted_samples,tune,person_enter_right_edge,assets/test_images/targeted_samples/multi_person/person_enter_right_edge_001_20260717_151209.jpg,person_enter_right_edge_001_20260717_151209.jpg,多人,,multi_person,多人,多人出现在考场,True,34.15
targeted_samples,tune,person_enter_right_edge,assets/test_images/targeted_samples/multi_person/person_enter_right_edge_002_20260717_151211.jpg,person_enter_right_edge_002_20260717_151211.jpg,多人,,multi_person,多人,多人出现在考场,True,119.69
targeted_samples,tune,person_enter_right_edge,assets/test_images/targeted_samples/multi_person/person_enter_right_edge_003_20260717_151214.jpg,person_enter_right_edge_003_20260717_151214.jpg,多人,,normal,正常考试,正常考试中,False,171.6
targeted_samples,tune,person_enter_right_edge,assets/test_images/targeted_samples/multi_person/person_enter_right_edge_004_20260717_151216.jpg,person_enter_right_edge_004_20260717_151216.jpg,多人,,normal,正常考试,正常考试中,False,216.03
targeted_samples,tune,person_enter_right_edge,assets/test_images/targeted_samples/multi_person/person_enter_right_edge_005_20260717_151219.jpg,person_enter_right_edge_005_20260717_151219.jpg,多人,,normal,正常考试,正常考试中,False,191.78
targeted_samples,tune,person_enter_right_edge,assets/test_images/targeted_samples/multi_person/person_enter_right_edge_006_20260717_151222.jpg,person_enter_right_edge_006_20260717_151222.jpg,多人,,normal,正常考试,正常考试中,False,186.34
targeted_samples,tune,person_enter_right_edge,assets/test_images/targeted_samples/multi_person/person_enter_right_edge_007_20260717_151224.jpg,person_enter_right_edge_007_20260717_151224.jpg,多人,,normal,正常考试,正常考试中,False,168.3
targeted_samples,eval,person_enter_right_edge,assets/test_images/targeted_samples/multi_person/person_enter_right_edge_008_20260717_151227.jpg,person_enter_right_edge_008_20260717_151227.jpg,多人,,normal,正常考试,正常考试中,False,161.96
targeted_samples,eval,person_enter_right_edge,assets/test_images/targeted_samples/multi_person/person_enter_right_edge_009_20260717_151232.jpg,person_enter_right_edge_009_20260717_151232.jpg,多人,,multi_person,多人,多人出现在考场,True,31.01
targeted_samples,eval,person_enter_right_edge,assets/test_images/targeted_samples/multi_person/person_enter_right_edge_010_20260717_151236.jpg,person_enter_right_edge_010_20260717_151236.jpg,多人,,multi_person,多人,多人出现在考场,True,41.03
targeted_samples,tune,person_pass_behind,assets/test_images/targeted_samples/multi_person/person_pass_behind_001_20260717_151357.jpg,person_pass_behind_001_20260717_151357.jpg,多人,,normal,正常考试,正常考试中,False,193.09
targeted_samples,tune,person_pass_behind,assets/test_images/targeted_samples/multi_person/person_pass_behind_002_20260717_151400.jpg,person_pass_behind_002_20260717_151400.jpg,多人,,multi_person,多人,多人出现在考场,True,43.0
targeted_samples,tune,person_pass_behind,assets/test_images/targeted_samples/multi_person/person_pass_behind_003_20260717_151404.jpg,person_pass_behind_003_20260717_151404.jpg,多人,,normal,正常考试,正常考试中,False,208.1
targeted_samples,tune,person_pass_behind,assets/test_images/targeted_samples/multi_person/person_pass_behind_004_20260717_151407.jpg,person_pass_behind_004_20260717_151407.jpg,多人,,normal,正常考试,正常考试中,False,208.73
targeted_samples,tune,person_pass_behind,assets/test_images/targeted_samples/multi_person/person_pass_behind_005_20260717_151411.jpg,person_pass_behind_005_20260717_151411.jpg,多人,,normal,正常考试,正常考试中,False,185.46
targeted_samples,tune,person_pass_behind,assets/test_images/targeted_samples/multi_person/person_pass_behind_006_20260717_151413.jpg,person_pass_behind_006_20260717_151413.jpg,多人,,normal,正常考试,正常考试中,False,196.56
targeted_samples,tune,person_pass_behind,assets/test_images/targeted_samples/multi_person/person_pass_behind_007_20260717_151418.jpg,person_pass_behind_007_20260717_151418.jpg,多人,,normal,正常考试,正常考试中,False,199.31
targeted_samples,eval,person_pass_behind,assets/test_images/targeted_samples/multi_person/person_pass_behind_008_20260717_151421.jpg,person_pass_behind_008_20260717_151421.jpg,多人,,normal,正常考试,正常考试中,False,181.99
targeted_samples,eval,person_pass_behind,assets/test_images/targeted_samples/multi_person/person_pass_behind_009_20260717_151424.jpg,person_pass_behind_009_20260717_151424.jpg,多人,,multi_person,多人,多人出现在考场,True,140.53
targeted_samples,eval,person_pass_behind,assets/test_images/targeted_samples/multi_person/person_pass_behind_010_20260717_151427.jpg,person_pass_behind_010_20260717_151427.jpg,多人,,multi_person,多人,多人出现在考场,True,137.25
targeted_samples,tune,two_persons_full,assets/test_images/targeted_samples/multi_person/two_persons_full_001_20260717_151257.jpg,two_persons_full_001_20260717_151257.jpg,多人,,multi_person,多人,多人出现在考场,True,31.29
targeted_samples,tune,two_persons_full,assets/test_images/targeted_samples/multi_person/two_persons_full_002_20260717_151259.jpg,two_persons_full_002_20260717_151259.jpg,多人,,multi_person,多人,多人出现在考场,True,32.0
targeted_samples,tune,two_persons_full,assets/test_images/targeted_samples/multi_person/two_persons_full_003_20260717_151302.jpg,two_persons_full_003_20260717_151302.jpg,多人,,multi_person,多人,多人出现在考场,True,32.28
targeted_samples,tune,two_persons_full,assets/test_images/targeted_samples/multi_person/two_persons_full_004_20260717_151304.jpg,two_persons_full_004_20260717_151304.jpg,多人,,multi_person,多人,多人出现在考场,True,34.11
targeted_samples,tune,two_persons_full,assets/test_images/targeted_samples/multi_person/two_persons_full_005_20260717_151315.jpg,two_persons_full_005_20260717_151315.jpg,多人,,multi_person,多人,多人出现在考场,True,40.02
targeted_samples,tune,two_persons_full,assets/test_images/targeted_samples/multi_person/two_persons_full_006_20260717_151318.jpg,two_persons_full_006_20260717_151318.jpg,多人,,multi_person,多人,多人出现在考场,True,40.3
targeted_samples,tune,two_persons_full,assets/test_images/targeted_samples/multi_person/two_persons_full_007_20260717_151320.jpg,two_persons_full_007_20260717_151320.jpg,多人,,multi_person,多人,多人出现在考场,True,37.54
targeted_samples,eval,two_persons_full,assets/test_images/targeted_samples/multi_person/two_persons_full_008_20260717_151323.jpg,two_persons_full_008_20260717_151323.jpg,多人,,multi_person,多人,多人出现在考场,True,30.66
targeted_samples,eval,two_persons_full,assets/test_images/targeted_samples/multi_person/two_persons_full_009_20260717_151326.jpg,two_persons_full_009_20260717_151326.jpg,多人,,multi_person,多人,多人出现在考场,True,32.5
targeted_samples,eval,two_persons_full,assets/test_images/targeted_samples/multi_person/two_persons_full_010_20260717_151329.jpg,two_persons_full_010_20260717_151329.jpg,多人,,multi_person,多人,多人出现在考场,True,40.98
targeted_samples,tune,normal_front_guard,assets/test_images/targeted_samples/normal/normal_front_guard_001_20260708_154417.jpg,normal_front_guard_001_20260708_154417.jpg,正常考试,,normal,正常考试,正常考试中,True,208.63
targeted_samples,tune,normal_front_guard,assets/test_images/targeted_samples/normal/normal_front_guard_001_20260708_154502.jpg,normal_front_guard_001_20260708_154502.jpg,正常考试,,normal,正常考试,正常考试中,True,171.95
targeted_samples,tune,normal_front_guard,assets/test_images/targeted_samples/normal/normal_front_guard_002_20260708_154420.jpg,normal_front_guard_002_20260708_154420.jpg,正常考试,,normal,正常考试,正常考试中,True,179.67
targeted_samples,tune,normal_front_guard,assets/test_images/targeted_samples/normal/normal_front_guard_002_20260708_154505.jpg,normal_front_guard_002_20260708_154505.jpg,正常考试,,normal,正常考试,正常考试中,True,166.07
targeted_samples,tune,normal_front_guard,assets/test_images/targeted_samples/normal/normal_front_guard_003_20260708_154422.jpg,normal_front_guard_003_20260708_154422.jpg,正常考试,,normal,正常考试,正常考试中,True,139.17
targeted_samples,tune,normal_front_guard,assets/test_images/targeted_samples/normal/normal_front_guard_003_20260708_154511.jpg,normal_front_guard_003_20260708_154511.jpg,正常考试,,normal,正常考试,正常考试中,True,150.06
targeted_samples,tune,normal_front_guard,assets/test_images/targeted_samples/normal/normal_front_guard_004_20260708_154425.jpg,normal_front_guard_004_20260708_154425.jpg,正常考试,,normal,正常考试,正常考试中,True,150.48
targeted_samples,tune,normal_front_guard,assets/test_images/targeted_samples/normal/normal_front_guard_004_20260708_154515.jpg,normal_front_guard_004_20260708_154515.jpg,正常考试,,normal,正常考试,正常考试中,True,164.19
targeted_samples,tune,normal_front_guard,assets/test_images/targeted_samples/normal/normal_front_guard_005_20260708_154428.jpg,normal_front_guard_005_20260708_154428.jpg,正常考试,,normal,正常考试,正常考试中,True,149.62
targeted_samples,tune,normal_front_guard,assets/test_images/targeted_samples/normal/normal_front_guard_005_20260708_154518.jpg,normal_front_guard_005_20260708_154518.jpg,正常考试,,normal,正常考试,正常考试中,True,164.09
targeted_samples,tune,normal_front_guard,assets/test_images/targeted_samples/normal/normal_front_guard_006_20260708_154521.jpg,normal_front_guard_006_20260708_154521.jpg,正常考试,,normal,正常考试,正常考试中,True,167.07
targeted_samples,eval,normal_front_guard,assets/test_images/targeted_samples/normal/normal_front_guard_007_20260708_154525.jpg,normal_front_guard_007_20260708_154525.jpg,正常考试,,normal,正常考试,正常考试中,True,158.26
targeted_samples,eval,normal_front_guard,assets/test_images/targeted_samples/normal/normal_front_guard_008_20260708_154529.jpg,normal_front_guard_008_20260708_154529.jpg,正常考试,,normal,正常考试,正常考试中,True,191.44
targeted_samples,tune,normal_side_guard,assets/test_images/targeted_samples/normal/normal_side_guard_001_20260708_154600.jpg,normal_side_guard_001_20260708_154600.jpg,正常考试,,normal,正常考试,正常考试中,True,200.85
targeted_samples,tune,normal_side_guard,assets/test_images/targeted_samples/normal/normal_side_guard_002_20260708_154603.jpg,normal_side_guard_002_20260708_154603.jpg,视线偏移,坐着转身,seated_turn,视线偏移,视线偏移(考生坐姿转身),True,191.2
targeted_samples,tune,normal_side_guard,assets/test_images/targeted_samples/normal/normal_side_guard_003_20260708_154605.jpg,normal_side_guard_003_20260708_154605.jpg,视线偏移,坐着转身,seated_turn,视线偏移,视线偏移(考生坐姿转身),True,179.97
targeted_samples,tune,normal_side_guard,assets/test_images/targeted_samples/normal/normal_side_guard_004_20260708_154611.jpg,normal_side_guard_004_20260708_154611.jpg,视线偏移,坐着转身,seated_turn,视线偏移,视线偏移(考生坐姿转身),True,167.83
targeted_samples,tune,normal_side_guard,assets/test_images/targeted_samples/normal/normal_side_guard_005_20260708_154614.jpg,normal_side_guard_005_20260708_154614.jpg,正常考试,,normal,正常考试,正常考试中,True,187.91
targeted_samples,eval,normal_side_guard,assets/test_images/targeted_samples/normal/normal_side_guard_006_20260708_154617.jpg,normal_side_guard_006_20260708_154617.jpg,正常考试,,normal,正常考试,正常考试中,True,184.0
targeted_samples,eval,normal_side_guard,assets/test_images/targeted_samples/normal/normal_side_guard_007_20260708_154620.jpg,normal_side_guard_007_20260708_154620.jpg,正常考试,,normal,正常考试,正常考试中,True,194.0
targeted_samples,tune,phone_left_guard,assets/test_images/targeted_samples/phone_call/phone_left_guard_001_20260708_154638.jpg,phone_left_guard_001_20260708_154638.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,193.54
targeted_samples,tune,phone_left_guard,assets/test_images/targeted_samples/phone_call/phone_left_guard_002_20260708_154641.jpg,phone_left_guard_002_20260708_154641.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,199.09
targeted_samples,tune,phone_left_guard,assets/test_images/targeted_samples/phone_call/phone_left_guard_003_20260708_154644.jpg,phone_left_guard_003_20260708_154644.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,186.03
targeted_samples,tune,phone_left_guard,assets/test_images/targeted_samples/phone_call/phone_left_guard_004_20260708_154651.jpg,phone_left_guard_004_20260708_154651.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,181.01
targeted_samples,tune,phone_left_guard,assets/test_images/targeted_samples/phone_call/phone_left_guard_005_20260708_154655.jpg,phone_left_guard_005_20260708_154655.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,172.94
targeted_samples,tune,phone_left_guard,assets/test_images/targeted_samples/phone_call/phone_left_guard_006_20260708_154657.jpg,phone_left_guard_006_20260708_154657.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,182.71
targeted_samples,eval,phone_left_guard,assets/test_images/targeted_samples/phone_call/phone_left_guard_007_20260708_154700.jpg,phone_left_guard_007_20260708_154700.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,180.29
targeted_samples,eval,phone_left_guard,assets/test_images/targeted_samples/phone_call/phone_left_guard_008_20260708_154705.jpg,phone_left_guard_008_20260708_154705.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,175.55
targeted_samples,tune,phone_right_guard,assets/test_images/targeted_samples/phone_call/phone_right_guard_001_20260708_154711.jpg,phone_right_guard_001_20260708_154711.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,200.61
targeted_samples,tune,phone_right_guard,assets/test_images/targeted_samples/phone_call/phone_right_guard_002_20260708_154714.jpg,phone_right_guard_002_20260708_154714.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,187.19
targeted_samples,tune,phone_right_guard,assets/test_images/targeted_samples/phone_call/phone_right_guard_003_20260708_154717.jpg,phone_right_guard_003_20260708_154717.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,164.65
targeted_samples,tune,phone_right_guard,assets/test_images/targeted_samples/phone_call/phone_right_guard_004_20260708_154720.jpg,phone_right_guard_004_20260708_154720.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,169.87
targeted_samples,tune,phone_right_guard,assets/test_images/targeted_samples/phone_call/phone_right_guard_005_20260708_154724.jpg,phone_right_guard_005_20260708_154724.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,168.97
targeted_samples,eval,phone_right_guard,assets/test_images/targeted_samples/phone_call/phone_right_guard_006_20260708_154727.jpg,phone_right_guard_006_20260708_154727.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,141.09
targeted_samples,eval,phone_right_guard,assets/test_images/targeted_samples/phone_call/phone_right_guard_007_20260708_154730.jpg,phone_right_guard_007_20260708_154730.jpg,打电话,,phone_call,打电话,考生疑似打电话,True,163.14
targeted_samples,tune,stretch_both_mixed,assets/test_images/targeted_samples/stretch_arm/stretch_both_mixed_001_20260708_154303.jpg,stretch_both_mixed_001_20260708_154303.jpg,伸胳膊,,normal,正常考试,正常考试中,False,142.38
targeted_samples,tune,stretch_both_mixed,assets/test_images/targeted_samples/stretch_arm/stretch_both_mixed_002_20260708_154327.jpg,stretch_both_mixed_002_20260708_154327.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,142.99
targeted_samples,tune,stretch_both_mixed,assets/test_images/targeted_samples/stretch_arm/stretch_both_mixed_003_20260708_154331.jpg,stretch_both_mixed_003_20260708_154331.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,147.9
targeted_samples,tune,stretch_both_mixed,assets/test_images/targeted_samples/stretch_arm/stretch_both_mixed_004_20260708_154334.jpg,stretch_both_mixed_004_20260708_154334.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,141.86
targeted_samples,tune,stretch_both_mixed,assets/test_images/targeted_samples/stretch_arm/stretch_both_mixed_005_20260708_154338.jpg,stretch_both_mixed_005_20260708_154338.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,137.07
targeted_samples,tune,stretch_both_mixed,assets/test_images/targeted_samples/stretch_arm/stretch_both_mixed_006_20260708_154341.jpg,stretch_both_mixed_006_20260708_154341.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,164.5
targeted_samples,tune,stretch_both_mixed,assets/test_images/targeted_samples/stretch_arm/stretch_both_mixed_007_20260708_154346.jpg,stretch_both_mixed_007_20260708_154346.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,182.6
targeted_samples,eval,stretch_both_mixed,assets/test_images/targeted_samples/stretch_arm/stretch_both_mixed_008_20260708_154350.jpg,stretch_both_mixed_008_20260708_154350.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,169.97
targeted_samples,eval,stretch_both_mixed,assets/test_images/targeted_samples/stretch_arm/stretch_both_mixed_009_20260708_154359.jpg,stretch_both_mixed_009_20260708_154359.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,181.49
targeted_samples,eval,stretch_both_mixed,assets/test_images/targeted_samples/stretch_arm/stretch_both_mixed_010_20260708_154402.jpg,stretch_both_mixed_010_20260708_154402.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,182.0
targeted_samples,tune,stretch_left_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_left_horizontal_001_20260708_153800.jpg,stretch_left_horizontal_001_20260708_153800.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,179.77
targeted_samples,tune,stretch_left_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_left_horizontal_002_20260708_153817.jpg,stretch_left_horizontal_002_20260708_153817.jpg,伸胳膊,,normal,正常考试,正常考试中,False,193.96
targeted_samples,tune,stretch_left_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_left_horizontal_003_20260708_153839.jpg,stretch_left_horizontal_003_20260708_153839.jpg,伸胳膊,,normal,正常考试,正常考试中,False,189.04
targeted_samples,tune,stretch_left_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_left_horizontal_004_20260708_153846.jpg,stretch_left_horizontal_004_20260708_153846.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,185.93
targeted_samples,tune,stretch_left_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_left_horizontal_005_20260708_153849.jpg,stretch_left_horizontal_005_20260708_153849.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,179.63
targeted_samples,tune,stretch_left_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_left_horizontal_006_20260708_153852.jpg,stretch_left_horizontal_006_20260708_153852.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,174.01
targeted_samples,tune,stretch_left_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_left_horizontal_007_20260708_153855.jpg,stretch_left_horizontal_007_20260708_153855.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,183.95
targeted_samples,eval,stretch_left_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_left_horizontal_008_20260708_153858.jpg,stretch_left_horizontal_008_20260708_153858.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,181.98
targeted_samples,eval,stretch_left_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_left_horizontal_009_20260708_153901.jpg,stretch_left_horizontal_009_20260708_153901.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,174.77
targeted_samples,eval,stretch_left_horizontal,assets/test_images/targeted_samples/stretch_arm/stretch_left_horizontal_010_20260708_153917.jpg,stretch_left_horizontal_010_20260708_153917.jpg,伸胳膊,,stretch_arm,伸胳膊,考生伸展胳膊,True,155.82
